"Month_Yr","sample_value","MaxTemp","Precip"
"2015-01",0,17.7460156583238,3.30399188776126
"2015-02",0.0181818181818182,17.8726865768433,16.5442658017982
"2015-03",0.468085106382979,23.8176727092012,2.40565121451274
"2015-04",1.61904761904762,26.0355911254883,8.97440616825901
"2015-05",0.821428571428571,30.0160168011983,0.567960943028863
"2015-06",3.00595238095238,31.1209421157837,4.84134272920589
"2015-07",2.38095238095238,32.8113037109375,3.84901035286131
"2015-08",1.82634730538922,32.5624453493221,5.56284532361401
"2015-09",0.648809523809524,30.5515534877777,10.4097246267345
"2015-10",0.988023952095808,27.226053329285,0.337750268821231
"2015-11",0.73780487804878,24.8676840851947,18.3067496796934
"2015-12",0.142857142857143,22.4658838510513,5.62147537689834
"2016-01",0,16.0240589777629,3.55062202910301
"2016-02",0.0202020202020202,19.420570479499,11.2546808033655
"2016-03",0.0151515151515152,23.1360999213325,4.78566472774202
"2016-04",0.0261437908496732,24.9808234420477,4.58042451914619
"2016-05",0.0252525252525253,28.7288377549913,0.0530576339424258
"2016-06",0.833333333333333,30.9698980119493,6.15541747283905
"2016-07",1.26136363636364,33.3050937652588,4.49636819271836
"2016-08",1.68527918781726,32.0963299746441,11.3387491821789
"2016-09",2.61714285714286,31.605746710641,2.86828845062426
"2016-10",1.21212121212121,29.142751481798,0
"2016-11",1.53977272727273,24.4848198890686,0.00546268122905696
"2016-12",0.771573604060914,20.4605378088007,11.6155217247566
"2017-01",0.0454545454545455,18.3547306060791,0
"2017-02",0.0363636363636364,23.6558444976807,3.15071005333554
"2017-03",0.194285714285714,22.5357287979126,1.43009495224271
"2017-04",0.436548223350254,26.1529895859927,0.499381616484695
"2017-05",1.2020202020202,28.0017344156901,6.58056266321753
"2017-06",0.83419689119171,29.4895135158084,13.3339398578195
"2017-07",1.76536312849162,32.2513512552783,7.49392703533506
"2017-08",0.744791666666667,31.8647617797057,6.08211343444419
"2017-09",0.722222222222222,30.6056567298041,4.63103739480779
"2017-10",0.142131979695431,27.7345255449944,11.5671122144095
"2017-11",0.289772727272727,23.2313950061798,1.19576047259298
"2017-12",0.00917431192660551,18.9360333013972,4.01825444195248
